match_stratum,control_accounts,treatment_accounts,control_paying_accounts,treatment_paying_accounts,control_recovered_amount,treatment_recovered_amount,control_outstanding_amount,treatment_outstanding_amount,control_payment_rate_pct,treatment_payment_rate_pct,payment_rate_difference_pct_points,control_recovery_rate_pct,treatment_recovery_rate_pct,recovery_rate_difference_pct_points
61-90|HIGH|PAID|AUTO,33.0,32.0,12.0,12.0,1013775.88,785577.9,12151116.35,10353768.26,36.36363636363637,37.5,1.1363636363636331,8.343067836725965,7.587362207390182,-0.7557056293357824
61-90|HIGH|PAID|BNPL,26.0,26.0,7.0,9.0,883098.01,678637.02,8663787.32,8880619.69,26.923076923076923,34.61538461538461,7.69230769230769,10.192978859965828,7.641775503168743,-2.5512033567970853
61-90|HIGH|PAID|CONSUMER,35.0,30.0,13.0,15.0,1777450.24,1668261.04,12207020.32,7507146.14,37.142857142857146,50.0,12.857142857142854,14.560885403687113,22.222306704688716,7.661421301001603
61-90|HIGH|PAID|CREDIT_CARD,37.0,36.0,14.0,16.0,1509083.36,1449362.4,14878229.27,12456799.84,37.83783783783784,44.44444444444444,6.606606606606604,10.142896258783086,11.63511029009197,1.4922140313088832
61-90|HIGH|PAID|PERSONAL,49.0,33.0,24.0,18.0,2455542.48,1611178.05,17653563.47,12638185.36,48.97959183673469,54.54545454545454,5.565862708719848,13.909613683225396,12.748492003443761,-1.161121679781635
61-90|HIGH|WRITEOFF|AUTO,31.0,26.0,16.0,16.0,1822659.44,1080635.47,10146620.93,8049027.29,51.61290322580645,61.53846153846154,9.925558312655092,17.9632160556135,13.425665376269336,-4.5375506793441645
61-90|HIGH|WRITEOFF|BNPL,33.0,22.0,13.0,10.0,1194597.69,1017366.88,11671802.120000001,7201685.94,39.39393939393939,45.45454545454545,6.060606060606062,10.234903554036604,14.126787650503958,3.8918840964673542
61-90|HIGH|WRITEOFF|CONSUMER,38.0,31.0,18.0,13.0,1834050.65,1318816.33,14893641.91,8680175.91,47.368421052631575,41.935483870967744,-5.432937181663831,12.314319500112111,15.1934286087527,2.8791091086405896
61-90|HIGH|WRITEOFF|CREDIT_CARD,37.0,37.0,9.0,20.0,749586.36,2398677.56,13056281.79,13670495.61,24.324324324324326,54.054054054054056,29.72972972972973,5.7411931823815205,17.54638330921493,11.805190126833411
61-90|HIGH|WRITEOFF|PERSONAL,43.0,45.0,20.0,32.0,2812152.91,3234273.11,14184488.78,17803740.86,46.51162790697674,71.11111111111111,24.599483204134373,19.82554996247105,18.166255819115534,-1.6592941433555168
61-90|LOW|ACTIVE|AUTO,37.0,30.0,21.0,12.0,2413724.09,1259473.3599999999,14399227.66,10800758.88,56.75675675675676,40.0,-16.756756756756758,16.762871919201256,11.660970992808608,-5.1019009263926485
61-90|LOW|ACTIVE|BNPL,32.0,24.0,9.0,8.0,1128099.03,528104.44,10647470.38,7451815.43,28.125,33.33333333333333,5.208333333333329,10.59499571014538,7.08692324656785,-3.5080724635775296
61-90|LOW|ACTIVE|CONSUMER,30.0,41.0,18.0,22.0,1782601.65,1800439.88,10923978.16,14663874.36,60.0,53.65853658536586,-6.341463414634141,16.31824619100117,12.278064008180714,-4.040182182820455
61-90|LOW|ACTIVE|CREDIT_CARD,37.0,21.0,15.0,9.0,1325636.1,637303.53,10881138.41,6438443.61,40.54054054054054,42.857142857142854,2.3166023166023137,12.18288059622247,9.89840974937109,-2.284470846851379
61-90|LOW|ACTIVE|PERSONAL,39.0,32.0,19.0,15.0,1553246.25,1356609.47,13908812.120000001,12648222.83,48.717948717948715,46.875,-1.8429487179487154,11.16735373660364,10.725692361952165,-0.4416613746514759
61-90|LOW|CLOSED|AUTO,47.0,25.0,20.0,10.0,2157940.79,701322.08,14661591.49,8907536.25,42.5531914893617,40.0,-2.5531914893617014,14.718325711583443,7.873356451398106,-6.844969260185337
61-90|LOW|CLOSED|BNPL,43.0,45.0,16.0,19.0,1499094.56,1818775.2,14734207.09,15011265.67,37.2093023255814,42.22222222222222,5.012919896640824,10.174246573590137,12.116068291528679,1.9418217179385415
61-90|LOW|CLOSED|CONSUMER,30.0,23.0,8.0,9.0,744779.39,821378.12,10125952.65,7865400.23,26.666666666666668,39.130434782608695,12.463768115942027,7.355153788912888,10.44292847129535,3.0877746823824612
61-90|LOW|CLOSED|CREDIT_CARD,41.0,31.0,21.0,12.0,1708250.6099999999,1289566.38,14818533.7,10745479.53,51.21951219512195,38.70967741935484,-12.50983477576711,11.527797854925415,12.001012857543454,0.47321500261803884
61-90|LOW|CLOSED|PERSONAL,45.0,36.0,16.0,17.0,1292252.75,1486656.27,15281789.21,10960275.72,35.55555555555556,47.22222222222222,11.666666666666664,8.456161331909904,13.56404079586421,5.107879463954307
61-90|LOW|PAID|AUTO,37.0,34.0,19.0,12.0,1918505.65,1059078.49,14533691.34,10626053.44,51.35135135135135,35.294117647058826,-16.05723370429252,13.20040177762575,9.966809370761078,-3.2335924068646715
61-90|LOW|PAID|BNPL,42.0,37.0,16.0,16.0,2084100.67,1520636.6199999999,14819211.17,14268074.05,38.095238095238095,43.24324324324324,5.148005148005147,14.063506121156111,10.657616540755196,-3.405889580400915
61-90|LOW|PAID|CONSUMER,33.0,21.0,14.0,12.0,1620541.03,781605.36,11667108.56,6719590.18,42.42424242424242,57.14285714285714,14.718614718614717,13.889825586743317,11.631741505997617,-2.2580840807457
61-90|LOW|PAID|CREDIT_CARD,46.0,28.0,20.0,16.0,1886910.74,1912172.54,15609886.01,10165839.45,43.47826086956522,57.14285714285714,13.66459627329192,12.087921326210889,18.809784960749113,6.721863634538224
61-90|LOW|PAID|PERSONAL,45.0,32.0,21.0,15.0,1496048.12,1422543.72,17106957.09,12102496.79,46.666666666666664,46.875,0.2083333333333357,8.745261428606296,11.754134247533232,3.0088728189269354
61-90|LOW|WRITEOFF|AUTO,29.0,37.0,9.0,19.0,1108868.2,2194575.33,10491664.2,13667882.39,31.03448275862069,51.35135135135135,20.316868592730657,10.569040133785448,16.056439961801576,5.4873998280161285
61-90|LOW|WRITEOFF|BNPL,39.0,37.0,16.0,21.0,1446281.82,2440446.85,12292952.209999999,12871696.17,41.02564102564102,56.75675675675676,15.731115731115736,11.765130094815525,18.959792227600413,7.194662132784888
61-90|LOW|WRITEOFF|CONSUMER,46.0,37.0,23.0,16.0,1987158.88,1578007.89,15374678.06,14257613.06,50.0,43.24324324324324,-6.756756756756758,12.924881238131109,11.067826594530963,-1.8570546436001454
61-90|LOW|WRITEOFF|CREDIT_CARD,36.0,20.0,19.0,11.0,2045068.7,724378.91,11528385.28,7793891.87,52.77777777777778,55.00000000000001,2.2222222222222285,17.73942013846366,9.294187321077114,-8.445232817386547
61-90|LOW|WRITEOFF|PERSONAL,44.0,13.0,18.0,7.0,1858738.04,508145.22,13013289.74,4378977.71,40.909090909090914,53.84615384615385,12.937062937062933,14.2833831962309,11.60419745548328,-2.67918574074762
61-90|MEDIUM|ACTIVE|AUTO,32.0,27.0,16.0,15.0,1674020.21,1271239.36,13077963.66,8790254.95,50.0,55.55555555555556,5.555555555555557,12.800312445584513,14.461916829841211,1.661604384256698
61-90|MEDIUM|ACTIVE|BNPL,34.0,36.0,17.0,17.0,1503130.15,1617439.78,11858744.1,11273456.85,50.0,47.22222222222222,-2.7777777777777786,12.675289535929862,14.347327545765168,1.6720380098353065
61-90|MEDIUM|ACTIVE|CONSUMER,39.0,36.0,14.0,18.0,1225585.15,1219546.08,14627767.72,11627999.92,35.8974358974359,50.0,14.102564102564102,8.378483808737974,10.488012456057879,2.1095286473199053
61-90|MEDIUM|ACTIVE|CREDIT_CARD,36.0,38.0,12.0,14.0,1098397.63,1564815.18,13557249.379999999,12514875.31,33.33333333333333,36.84210526315789,3.5087719298245617,8.10192096650803,12.503641796172237,4.401720829664207
61-90|MEDIUM|ACTIVE|PERSONAL,43.0,26.0,18.0,11.0,1382300.15,1125447.04,16501917.55,10500043.52,41.86046511627907,42.30769230769231,0.4472271914132335,8.3766031784591,10.718498812469685,2.3418956340105854
61-90|MEDIUM|CLOSED|AUTO,44.0,34.0,24.0,13.0,2235932.78,1323802.76,16646688.78,10568859.3,54.54545454545454,38.23529411764706,-16.31016042780748,13.431696895098677,12.525502728567877,-0.9061941665307991
61-90|MEDIUM|CLOSED|BNPL,46.0,31.0,27.0,15.0,2729966.27,1912211.4100000001,16495432.06,12808203.13,58.69565217391305,48.38709677419355,-10.308555399719495,16.549831856904994,14.92958372530121,-1.620248131603784
61-90|MEDIUM|CLOSED|CONSUMER,35.0,30.0,17.0,14.0,1827858.44,1790009.76,11450867.81,11576372.51,48.57142857142857,46.666666666666664,-1.904761904761905,15.962619343170987,15.462613685364207,-0.5000056578067795
61-90|MEDIUM|CLOSED|CREDIT_CARD,33.0,22.0,17.0,9.0,1499363.5,988884.61,11680406.18,8722206.97,51.515151515151516,40.909090909090914,-10.606060606060602,12.836569866614006,11.337550386057853,-1.4990194805561536
61-90|MEDIUM|CLOSED|PERSONAL,35.0,23.0,16.0,8.0,1226516.26,435122.87,11081570.33,7290161.93,45.714285714285715,34.78260869565217,-10.931677018633543,11.06807269615551,5.968631069899979,-5.09944162625553
61-90|MEDIUM|PAID|AUTO,41.0,30.0,18.0,17.0,1996273.41,1820956.9100000001,14604735.46,7848892.06,43.90243902439025,56.666666666666664,12.764227642276417,13.668672160940323,23.20017775859183,9.531505597651508
61-90|MEDIUM|PAID|BNPL,36.0,31.0,20.0,12.0,2074010.74,1469503.13,12887239.08,13652063.53,55.55555555555556,38.70967741935484,-16.845878136200717,16.09352264767637,10.763963460694502,-5.329559186981868
61-90|MEDIUM|PAID|CONSUMER,39.0,33.0,14.0,19.0,1454457.51,2452059.88,14374823.62,8644091.57,35.8974358974359,57.57575757575758,21.67832167832168,10.118089435034056,28.366889223039543,18.248799788005485
61-90|MEDIUM|PAID|CREDIT_CARD,28.0,29.0,11.0,8.0,1412450.6199999999,944212.26,10146564.01,10841163.64,39.285714285714285,27.586206896551722,-11.699507389162562,13.920482033208007,8.709510264342804,-5.210971768865203
61-90|MEDIUM|PAID|PERSONAL,32.0,42.0,15.0,25.0,1554360.05,2532111.83,9787104.74,14987898.67,46.875,59.523809523809526,12.648809523809526,15.881714677552333,16.89437516059748,1.0126604830451473
61-90|MEDIUM|WRITEOFF|AUTO,41.0,32.0,15.0,17.0,1443528.1199999999,1708844.62,14849472.14,11338428.69,36.58536585365854,53.125,16.539634146341463,9.721073627335011,15.071264870300121,5.35019124296511
61-90|MEDIUM|WRITEOFF|BNPL,39.0,31.0,19.0,11.0,2088208.94,1096638.57,12937947.45,11088860.72,48.717948717948715,35.483870967741936,-13.23407775020678,16.140187213389865,9.889551304599667,-6.250635908790198
61-90|MEDIUM|WRITEOFF|CONSUMER,42.0,25.0,19.0,15.0,1944038.83,1375525.7,13011306.6,7200072.67,45.23809523809524,60.0,14.76190476190476,14.941149953379778,19.104330790039096,4.163180836659318
61-90|MEDIUM|WRITEOFF|CREDIT_CARD,40.0,41.0,15.0,18.0,1533914.64,1440367.3800000001,13753047.0,15378315.55,37.5,43.90243902439025,6.402439024390247,11.153271271449883,9.366223337769917,-1.7870479336799665
61-90|MEDIUM|WRITEOFF|PERSONAL,26.0,25.0,13.0,10.0,1129390.67,781138.36,10959494.57,10018998.620000001,50.0,40.0,-10.0,10.305134628119989,7.796571190664562,-2.508563437455427
61-90|NPA|ACTIVE|AUTO,42.0,37.0,20.0,11.0,2298843.29,1218290.54,12648654.64,12841306.3,47.61904761904761,29.72972972972973,-17.889317889317883,18.17460714541258,9.487278875981643,-8.687328269430937
61-90|NPA|ACTIVE|BNPL,40.0,32.0,18.0,18.0,1296275.63,1661436.91,13979451.68,11190916.42,45.0,56.25,11.25,9.272721560707165,14.84629897718421,5.573577416477045
61-90|NPA|ACTIVE|CONSUMER,31.0,35.0,19.0,10.0,1777129.49,1038816.08,11661639.71,11362337.74,61.29032258064516,28.57142857142857,-32.71889400921659,15.239104741643573,9.142626313095318,-6.096478428548254
61-90|NPA|ACTIVE|CREDIT_CARD,41.0,24.0,22.0,8.0,2702380.93,1095031.63,14562271.87,7932525.42,53.65853658536586,33.33333333333333,-20.32520325203253,18.557412978720883,13.804325508231399,-4.7530874704894845
61-90|NPA|ACTIVE|PERSONAL,32.0,33.0,12.0,12.0,1249474.6400000001,1077167.48,10607556.09,10281664.72,37.5,36.36363636363637,-1.1363636363636331,11.779100005682837,10.476586324631679,-1.302513681051158
61-90|NPA|CLOSED|AUTO,42.0,32.0,23.0,14.0,2258090.0100000002,1156580.02,11023685.91,12715402.05,54.761904761904766,43.75,-11.011904761904766,20.483983564441015,9.095898151329001,-11.388085413112014
61-90|NPA|CLOSED|BNPL,42.0,30.0,12.0,20.0,1239048.61,1868546.81,15434723.55,10956726.81,28.57142857142857,66.66666666666666,38.09523809523809,8.027669598267602,17.053877881618916,9.026208283351314
61-90|NPA|CLOSED|CONSUMER,30.0,29.0,9.0,13.0,963393.5499999999,1097346.63,10436289.38,9007457.04,30.0,44.827586206896555,14.827586206896555,9.23118854720757,12.182646279931634,2.951457732724064
61-90|NPA|CLOSED|CREDIT_CARD,41.0,26.0,18.0,10.0,1635674.12,694028.31,14126963.06,9446730.96,43.90243902439025,38.46153846153847,-5.44090056285178,11.578384632655789,7.346756385237417,-4.231628247418372
61-90|NPA|CLOSED|PERSONAL,44.0,32.0,19.0,12.0,1746816.9400000002,1108738.53,12444615.27,11932156.63,43.18181818181818,37.5,-5.68181818181818,14.03672915635262,9.292021252992889,-4.744707903359732
61-90|NPA|PAID|AUTO,35.0,29.0,19.0,9.0,2102583.65,970280.8200000001,13007858.33,8011034.0600000005,54.285714285714285,31.03448275862069,-23.251231527093594,16.163949488524295,12.111804952181167,-4.052144536343128
61-90|NPA|PAID|BNPL,41.0,39.0,13.0,15.0,1157477.75,1432200.71,13866131.040000001,10611146.76,31.70731707317073,38.46153846153847,6.754221388367736,8.347517751426068,13.49713412125119,5.149616369825122
61-90|NPA|PAID|CONSUMER,37.0,19.0,22.0,6.0,2248654.88,467553.69999999995,14462498.77,5865446.66,59.45945945945946,31.57894736842105,-27.88051209103841,15.548176810666032,7.971323022823294,-7.5768537878427376
61-90|NPA|PAID|CREDIT_CARD,37.0,16.0,19.0,9.0,1805026.98,862006.47,12759859.23,5984731.46,51.35135135135135,56.25,4.898648648648653,14.146135529114295,14.403427718710038,0.2572921895957432
61-90|NPA|PAID|PERSONAL,39.0,24.0,19.0,7.0,1721831.92,610270.76,12255029.85,8810172.13,48.717948717948715,29.166666666666668,-19.551282051282048,14.05000184475275,6.926888044808269,-7.1231137999444805
61-90|NPA|WRITEOFF|AUTO,29.0,26.0,14.0,12.0,1256816.49,1491757.23,9157930.89,8317050.59,48.275862068965516,46.15384615384615,-2.1220159151193627,13.723804045872198,17.93613269340472,4.212328647532521
61-90|NPA|WRITEOFF|BNPL,43.0,35.0,15.0,18.0,1732720.67,2035858.1099999999,15766726.87,11014234.39,34.883720930232556,51.42857142857142,16.544850498338867,10.98972972822228,18.48388220109414,7.4941524728718605
61-90|NPA|WRITEOFF|CONSUMER,47.0,39.0,22.0,14.0,2164455.05,920680.37,17131304.53,13914367.07,46.808510638297875,35.8974358974359,-10.911074740861977,12.63450221324155,6.616760686046785,-6.017741527194765
61-90|NPA|WRITEOFF|CREDIT_CARD,32.0,34.0,20.0,15.0,1408172.82,1334391.31,9802688.38,10840147.33,62.5,44.11764705882353,-18.38235294117647,14.365169690317137,12.309715628191558,-2.0554540621255786
61-90|NPA|WRITEOFF|PERSONAL,36.0,27.0,15.0,9.0,1379593.87,1227226.15,13239342.790000001,8420145.08,41.66666666666667,33.33333333333333,-8.333333333333343,10.42041052855011,14.574881291712849,4.154470763162738
91-180+|HIGH|ACTIVE|AUTO,32.0,30.0,11.0,15.0,1028459.36,1646625.6600000001,10483934.24,11069167.18,34.375,50.0,15.625,9.809860844758598,14.87578634619556,5.065925501436963
91-180+|HIGH|ACTIVE|BNPL,44.0,34.0,21.0,16.0,2343833.77,1277757.7,15975423.27,10819433.37,47.72727272727273,47.05882352941176,-0.6684491978609657,14.671497151511781,11.809839353906943,-2.8616577976048383
91-180+|HIGH|ACTIVE|CONSUMER,45.0,33.0,21.0,15.0,2270749.21,1734883.28,15275130.64,12778227.17,46.666666666666664,45.45454545454545,-1.212121212121211,14.865661469720823,13.576869912542023,-1.2887915571788007
91-180+|HIGH|ACTIVE|CREDIT_CARD,38.0,34.0,12.0,17.0,1219643.28,1657934.55,12840783.85,11292737.99,31.57894736842105,50.0,18.42105263157895,9.498199597838413,14.681422268613176,5.183222670774763
91-180+|HIGH|ACTIVE|PERSONAL,30.0,33.0,17.0,19.0,1371289.83,1618045.05,8683278.620000001,10319340.18,56.666666666666664,57.57575757575758,0.9090909090909136,15.792304842568786,15.679733604828211,-0.11257123774057476
91-180+|HIGH|CLOSED|AUTO,37.0,28.0,11.0,11.0,857410.98,834899.54,15213358.780000001,9327693.28,29.72972972972973,39.285714285714285,9.555984555984555,5.63590849594096,8.950761082487054,3.3148525865460936
91-180+|HIGH|CLOSED|BNPL,41.0,31.0,20.0,13.0,1932679.74,1302308.89,15719931.92,9568990.73,48.78048780487805,41.935483870967744,-6.845003933910306,12.294453626361507,13.609678666707204,1.3152250403456964
91-180+|HIGH|CLOSED|CONSUMER,26.0,24.0,16.0,12.0,1175150.22,1039311.77,8357505.58,9319404.55,61.53846153846154,50.0,-11.53846153846154,14.061016277538638,11.152126344810302,-2.9088899327283357
91-180+|HIGH|CLOSED|CREDIT_CARD,41.0,27.0,13.0,10.0,1063640.0899999999,763867.86,14156958.82,10124536.36,31.70731707317073,37.03703703703704,5.329719963866307,7.513196185167683,7.544719410736553,0.03152322556887022
91-180+|HIGH|CLOSED|PERSONAL,40.0,34.0,18.0,20.0,2078420.95,2064979.16,17147570.55,11558453.39,45.0,58.82352941176471,13.82352941176471,12.120789612380396,17.865531748274844,5.744742135894448
91-180+|HIGH|PAID|AUTO,42.0,30.0,21.0,19.0,1694042.21,2553942.45,14648341.23,12390491.11,50.0,63.33333333333333,13.333333333333329,11.564737490758194,20.61211639899236,9.047378908234165
91-180+|HIGH|PAID|BNPL,34.0,39.0,13.0,13.0,1134106.71,832369.78,11315941.0,12985433.96,38.23529411764706,33.33333333333333,-4.901960784313729,10.02220416313588,6.4100266696054256,-3.6121774935304547
91-180+|HIGH|PAID|CONSUMER,42.0,27.0,15.0,13.0,1753430.52,1238739.47,13651938.7,8444189.4,35.714285714285715,48.148148148148145,12.43386243386243,12.84382063625879,14.669726261706067,1.8259056254472767
91-180+|HIGH|PAID|CREDIT_CARD,44.0,22.0,14.0,6.0,1384072.83,609684.38,15360802.18,8481282.7,31.818181818181817,27.27272727272727,-4.545454545454547,9.010420248768545,7.188586933908005,-1.8218333148605401
91-180+|HIGH|PAID|PERSONAL,36.0,35.0,12.0,10.0,1011159.87,901647.15,13214387.68,12811642.41,33.33333333333333,28.57142857142857,-4.761904761904759,7.651961592820471,7.037717110307639,-0.6142444825128317
91-180+|HIGH|WRITEOFF|AUTO,32.0,38.0,8.0,20.0,807604.7,1595058.73,11801855.53,13293640.28,25.0,52.63157894736842,27.631578947368418,6.843031572002305,11.99866023454638,5.155628662544075
91-180+|HIGH|WRITEOFF|BNPL,46.0,25.0,16.0,6.0,1724686.56,181665.56,18355287.8,9191606.52,34.78260869565217,24.0,-10.782608695652172,9.396129217870394,1.9764288169289477,-7.419700400941446
91-180+|HIGH|WRITEOFF|CONSUMER,37.0,38.0,23.0,16.0,2478423.53,1393299.3199999998,12666644.87,12442715.6,62.16216216216216,42.10526315789473,-20.05689900426743,19.566535222519427,11.197710891985668,-8.368824330533759
91-180+|HIGH|WRITEOFF|CREDIT_CARD,42.0,35.0,16.0,13.0,1844063.26,1300269.15,16049301.86,12324467.4,38.095238095238095,37.142857142857146,-0.952380952380949,11.489990506041863,10.550307025843567,-0.9396834801982958
91-180+|HIGH|WRITEOFF|PERSONAL,39.0,26.0,17.0,14.0,1271555.65,1255602.53,12722889.52,7590629.85,43.58974358974359,53.84615384615385,10.256410256410255,9.994236356459377,16.54148015134739,6.547243794888013
91-180+|LOW|ACTIVE|AUTO,43.0,38.0,19.0,14.0,1882806.64,1196557.58,13936737.56,13663307.59,44.18604651162791,36.84210526315789,-7.343941248470017,13.509665600677351,8.757451825762491,-4.7522137749148605
91-180+|LOW|ACTIVE|BNPL,36.0,24.0,13.0,10.0,1934642.85,1036400.09,13447055.07,7665594.46,36.11111111111111,41.66666666666667,5.555555555555564,14.387111824328983,13.520152878006542,-0.8669589463224412
91-180+|LOW|ACTIVE|CONSUMER,36.0,30.0,17.0,8.0,1840884.1199999999,938895.76,13131597.48,11268584.27,47.22222222222222,26.666666666666668,-20.555555555555554,14.018737040971194,8.331976204851154,-5.68676083612004
91-180+|LOW|ACTIVE|CREDIT_CARD,36.0,33.0,15.0,13.0,1772444.4,1086482.56,12313456.64,11348821.58,41.66666666666667,39.39393939393939,-2.2727272727272805,14.394369118434641,9.57352754505107,-4.820841573383571
91-180+|LOW|ACTIVE|PERSONAL,41.0,23.0,19.0,8.0,1463465.59,601983.26,13481852.09,7475375.37,46.34146341463415,34.78260869565217,-11.558854718981976,10.855078220933072,8.052883369788558,-2.802194851144513
91-180+|LOW|CLOSED|AUTO,34.0,36.0,22.0,17.0,1889473.31,1528972.76,12745527.3,10311914.24,64.70588235294117,47.22222222222222,-17.483660130718953,14.824598979125799,14.827244723090327,0.0026457439645284353
91-180+|LOW|CLOSED|BNPL,40.0,39.0,15.0,19.0,1528893.1500000001,2503346.54,13335059.14,15589661.56,37.5,48.717948717948715,11.217948717948715,11.465214619213155,16.057734995499157,4.592520376286002
91-180+|LOW|CLOSED|CONSUMER,29.0,30.0,12.0,14.0,1233151.05,1574432.4400000002,8351487.15,9757332.22,41.37931034482759,46.666666666666664,5.287356321839077,14.765646259780214,16.13589047191426,1.370244212134045
91-180+|LOW|CLOSED|CREDIT_CARD,46.0,42.0,20.0,21.0,2027670.75,2292017.73,18422529.87,15455252.53,43.47826086956522,50.0,6.521739130434781,11.006472858550994,14.830024456416954,3.8235515978659596
91-180+|LOW|CLOSED|PERSONAL,42.0,37.0,20.0,15.0,2106653.6,1442164.76,14438081.88,12328302.99,47.61904761904761,40.54054054054054,-7.078507078507073,14.590952021945453,11.69799899604836,-2.892953025897093
91-180+|LOW|PAID|AUTO,32.0,29.0,11.0,17.0,859076.6799999999,2016455.16,11833816.77,11422826.84,34.375,58.620689655172406,24.245689655172406,7.259506351136446,17.65285588448962,10.393349533353176
91-180+|LOW|PAID|BNPL,33.0,33.0,12.0,16.0,834234.9199999999,1619177.04,11784306.74,10381769.61,36.36363636363637,48.484848484848484,12.121212121212118,7.079202352806373,15.59634918540636,8.517146832599988
91-180+|LOW|PAID|CONSUMER,40.0,33.0,17.0,17.0,1920025.71,1845076.5999999999,13386597.92,10001071.35,42.5,51.515151515151516,9.015151515151516,14.3428951961829,18.448789488938104,4.105894292755204
91-180+|LOW|PAID|CREDIT_CARD,51.0,39.0,20.0,16.0,1890750.92,1504065.9100000001,17101922.02,14998489.0,39.21568627450981,41.02564102564102,1.8099547511312153,11.055780267205312,10.028116232241796,-1.0276640349635162
91-180+|LOW|PAID|PERSONAL,48.0,33.0,18.0,16.0,1204866.31,1552347.83,17497821.63,11983200.05,37.5,48.484848484848484,10.984848484848484,6.88580747636756,12.954367977859135,6.068560501491575
91-180+|LOW|WRITEOFF|AUTO,38.0,26.0,16.0,15.0,1501635.99,1449753.27,14814006.98,8503187.83,42.10526315789473,57.692307692307686,15.587044534412954,10.136595669404768,17.049526589135688,6.91293091973092
91-180+|LOW|WRITEOFF|BNPL,32.0,27.0,14.0,12.0,1217967.61,1076789.05,10349624.55,8774209.88,43.75,44.44444444444444,0.6944444444444429,11.768229891972265,12.272205300837868,0.5039754088656032
91-180+|LOW|WRITEOFF|CONSUMER,35.0,27.0,14.0,10.0,916824.05,1111334.9,11808913.45,10346070.629999999,40.0,37.03703703703704,-2.962962962962962,7.763830718904965,10.741613311410383,2.9777825925054175
91-180+|LOW|WRITEOFF|CREDIT_CARD,44.0,30.0,19.0,16.0,1658513.32,1470623.61,17840180.43,8513429.23,43.18181818181818,53.333333333333336,10.151515151515156,9.296505304458965,17.274162623185394,7.977657318726429
91-180+|LOW|WRITEOFF|PERSONAL,42.0,32.0,22.0,15.0,3131974.7800000003,1257501.81,15152979.77,10918536.08,52.38095238095239,46.875,-5.505952380952387,20.669035579396148,11.517128310849525,-9.151907268546623
91-180+|MEDIUM|ACTIVE|AUTO,45.0,34.0,18.0,14.0,1912472.4,1631445.54,15350317.5,10732586.89,40.0,41.17647058823529,1.17647058823529,12.458845883806639,15.200860302562152,2.742014418755513
91-180+|MEDIUM|ACTIVE|BNPL,33.0,39.0,15.0,19.0,1701338.1400000001,2094283.3599999999,11427925.06,12660889.8,45.45454545454545,48.717948717948715,3.263403263403262,14.88755072392818,16.541359991933582,1.6538092680054017
91-180+|MEDIUM|ACTIVE|CONSUMER,37.0,31.0,23.0,11.0,2347292.24,1052721.54,13380387.29,10111568.58,62.16216216216216,35.483870967741936,-26.678291194420225,17.5427825004309,10.411060674426045,-7.1317218260048545
91-180+|MEDIUM|ACTIVE|CREDIT_CARD,39.0,32.0,17.0,18.0,2110442.32,2014431.8,12357577.49,11402433.43,43.58974358974359,56.25,12.660256410256409,17.078123294859466,17.666683277448435,0.5885599825889685
91-180+|MEDIUM|ACTIVE|PERSONAL,23.0,37.0,14.0,18.0,1355322.22,1885874.19,8239737.41,12766735.21,60.86956521739131,48.64864864864865,-12.220916568742659,16.448609373827118,14.771781187431706,-1.6768281863954115
91-180+|MEDIUM|CLOSED|AUTO,26.0,32.0,6.0,16.0,401017.6,1948424.72,9033435.06,11529920.51,23.076923076923077,50.0,26.923076923076923,4.439259233463731,16.898856486565663,12.459597253101933
91-180+|MEDIUM|CLOSED|BNPL,31.0,19.0,9.0,6.0,1006662.9400000001,527992.94,9472305.91,4913080.32,29.03225806451613,31.57894736842105,2.5466893039049197,10.627432745148747,10.746678368978912,0.11924562383016557
91-180+|MEDIUM|CLOSED|CONSUMER,32.0,26.0,16.0,8.0,1856707.04,750458.66,10080203.99,8028348.430000001,50.0,30.76923076923077,-19.23076923076923,18.41933994432984,9.347609493326388,-9.07173045100345
91-180+|MEDIUM|CLOSED|CREDIT_CARD,28.0,30.0,9.0,15.0,886879.1399999999,1555227.8199999998,9453308.92,9851794.51,32.142857142857146,50.0,17.857142857142854,9.381679446904185,15.786238927551482,6.404559480647297
91-180+|MEDIUM|CLOSED|PERSONAL,28.0,24.0,14.0,8.0,1527961.65,756503.27,8828983.06,7530460.26,50.0,33.33333333333333,-16.66666666666667,17.306202080310705,10.045910128738932,-7.260291951571773
91-180+|MEDIUM|PAID|AUTO,45.0,24.0,23.0,12.0,1680707.31,1324945.07,17735475.36,6750543.72,51.11111111111111,50.0,-1.1111111111111072,9.476528121657294,19.62723485627614,10.150706734618845
91-180+|MEDIUM|PAID|BNPL,37.0,30.0,17.0,12.0,1707239.0899999999,798748.04,10710612.88,12357791.4,45.94594594594595,40.0,-5.945945945945951,15.939695600313767,6.46351774476465,-9.476177855549118
91-180+|MEDIUM|PAID|CONSUMER,49.0,25.0,16.0,9.0,1787190.1,1085832.6099999999,16557252.16,7835891.11,32.6530612244898,36.0,3.3469387755102034,10.794001823065791,13.857168186197521,3.06316636313173
91-180+|MEDIUM|PAID|CREDIT_CARD,27.0,37.0,17.0,19.0,1558001.52,2213074.2,9113051.870000001,12815882.37,62.96296296296296,51.35135135135135,-11.611611611611615,17.09637498200699,17.268215610190563,0.17184062818357404
